LocalCellName,datetime,RRC.ConnEstabSucc,RRC.ConnEstabAtt,RRC.Setup,RRC.ConnMax,MM.HoExeIntraFreqSuccOut,MM.HoExeIntraFreqReqOut,MM.HoExeIntraFreqSucc,MM.HoExeIntraFreqAtt,MM.HoExecInterFreqReqOut.Cov,MM.HoExeInterFreqSuccOut.Cov,MM.HoPrepInterFreqReqOut.Cov,MM.HoExeInterFreqReqOut,MM.HoExeInterFreqSuccOut,MM.HoPrepInterFreqReqOut,MM.HoPrepIntraFreqReqOut,MM.HoFailIn.Admit,MM.HoExeIntraFreqPrepReqIn,MM.Redirection.Blind,MM.Redirection.Cov,CARR.WBCQIDist.Bin0,CARR.WBCQIDist.Bin1,CARR.WBCQIDist.Bin2,CARR.WBCQIDist.Bin3,CARR.WBCQIDist.Bin4,CARR.WBCQIDist.Bin5,CARR.WBCQIDist.Bin6,CARR.WBCQIDist.Bin7,CARR.WBCQIDist.Bin8,CARR.WBCQIDist.Bin9,CARR.WBCQIDist.Bin10,CARR.WBCQIDist.Bin11,CARR.WBCQIDist.Bin12,CARR.WBCQIDist.Bin13,CARR.WBCQIDist.Bin14,CARR.WBCQIDist.Bin15,ThpVolDl,ThpVolUl,ThpTimeDl,ThpTimeUl,CellUnavail.System,CellUnavail.Manual,CellUnavail.EnergySaving,UECNTX.Est.Att,UECNTX.Est.Succ,UECNTX.Rem
Cell_14,day 18 12:00:00,520,529,520,50,38,38,78,78,58,58,58,61,58,61,38,0,78,7,7,607,636,730,2079,4959,18507,45336,86341,147674,202211,199311,186452,125063,102100,56279,41320,63367683.87,2152900.17,741856000,390634500,0,0,0,508,488,3
Cell_14,day 18 13:00:00,1115,1031,927,57,47,46,104,104,74,74,74,74,74,74,46,0,104,24,24,433,1535,469,1848,5846,18655,41560,79138,139916,230038,227432,210190,161173,146692,76456,55607,51818115.63,3753550.12,726782000,478069500,0,0,0,915,1043,5
Cell_14,day 18 14:00:00,1115,1115,1127,60,56,54,107,107,92,92,92,92,92,92,57,0,111,17,17,1359,579,606,2306,5930,21647,67513,110175,217133,298931,285910,259200,216170,148280,95197,81779,66344009.09,3890920.75,900318000,555102500,0,0,0,1089,1072,6
Cell_14,day 18 15:00:00,915,925,925,53,45,48,101,101,78,77,78,75,77,75,48,0,101,17,17,537,635,590,1802,4332,18190,57817,102367,149498,243901,266583,208000,176760,142647,79344,61904,58683696.5,2514187.5,737085500,395702500,0,0,0,915,900,6
Cell_14,day 18 16:00:00,921,930,929,60,45,45,77,77,51,50,52,52,52,52,45,0,77,22,22,1720,583,686,1938,4786,19553,57817,108443,176990,274547,262905,241661,193618,162415,87017,72631,78020332.47,2052550.71,980517000,395702500,0,0,0,897,874,4
Cell_14,day 18 17:00:00,921,925,925,62,45,45,77,77,61,61,61,60,59,60,45,0,77,19,19,1105,721,508,1869,5886,20979,58991,103657,179522,298931,262842,241661,183180,142702,104647,70528,78022570.13,2052550.71,1082280500,490222500,0,0,0,897,852,2
Cell_14,day 18 18:00:00,902,913,910,63,40,40,108,108,88,82,88,84,79,85,40,0,108,10,10,1035,871,683,2236,5379,18890,53913,103305,171474,270673,304534,279773,204625,156760,104647,80782,80465461.42,3051543.18,1224084500,515838500,0,0,0,889,880,2
Cell_14,day 18 19:00:00,880,930,944,58,28,28,67,67,61,61,61,61,59,62,28,0,67,11,11,1516,1003,599,2171,6670,18653,51850,108108,163798,249857,280491,241661,206061,171300,92721,100038,64981178.14,3962047.23,929882000,540969500,0,0,0,873,866,3
Cell_14,day 18 20:00:00,880,883,883,57,23,23,64,64,61,60,61,58,58,58,23,0,64,6,6,1520,499,525,1869,5169,17587,54239,103866,189901,309607,312446,233008,181358,146412,80565,70967,75844778.56,3962047.23,1163198500,607423000,0,0,0,857,824,3
Cell_14,day 18 21:00:00,738,748,748,55,23,23,93,93,72,65,84,71,65,73,23,0,93,12,12,779,520,451,1805,4362,18261,45978,85023,161076,275234,307616,266636,225432,182854,81147,76951,73003458.86,2818703.82,1129736500,545560000,0,0,0,728,692,3
Cell_14,day 18 22:00:00,381,389,403,58,5,5,30,30,39,37,39,38,36,38,5,0,30,4,4,809,1960,727,1851,4157,15783,46083,84828,155297,300348,323967,285887,221303,153607,77650,42628,72324354.49,3062828.95,1105260000,501664000,0,0,0,400,386,1
Cell_14,day 18 23:00:00,339,367,369,40,6,6,10,10,16,16,16,16,15,16,6,0,10,7,7,388,536,5358,1467,2969,16824,50142,68060,99175,40326,32518,167092,21122,14119,40870,17573,12130092.54,1659729.42,121751000,40987000,0,0,0,336,328,1
Cell_14,day 19 00:00:00,277,279,276,36,183,183,23,23,29,29,29,29,29,29,34,0,23,3,3,284,227,245,849,2164,9131,21871,52253,98466,149430,147121,149578,134361,101585,45086,36745,75998473.18,1327581.57,1277912500,326973000,0,0,0,285,273,2
Cell_14,day 19 01:00:00,266,272,272,21,0,0,7,7,4,4,4,4,4,4,0,0,7,4,4,30,159,310,942,3051,8696,23831,46419,87868,93016,82300,81726,70408,46509,25499,18731,38008198.9,729893.02,548779000,184323000,0,0,0,251,252,2
Cell_14,day 19 02:00:00,176,175,176,18,63,70,8,8,2,2,2,2,2,2,68,0,8,4,4,61,101,180,1292,1613,8350,14537,29112,77545,60206,53982,59117,31358,29567,16569,14985,17417915.62,649071.24,336111500,112934000,0,0,0,174,168,2
Cell_14,day 19 03:00:00,260,261,261,18,0,0,7,587,8,7,8,8,8,8,0,0,62,2,2,59,132,310,946,1671,4225,8834,44477,85605,61685,48638,47227,31402,29567,22269,10968,23071129.46,988728.99,453125500,89687000,0,0,0,251,233,1
Cell_14,day 19 04:00:00,0,0,0,11,0,0,0,30,0,0,0,0,0,0,0,0,35,0,0,3,11,21,15,0,0,107,0,0,2688,0,0,0,0,0,0,0.0,0.0,0,2553000,0,0,3600,0,0,0
Cell_14,day 19 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_14,day 19 06:00:00,32,32,32,25,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,33,27,60,56,67,133,107,3500,5927,8813,5341,0,1295,3594,814,1008,312.21,5201.0,19377000,14629000,0,0,3260,28,28,0
Cell_14,day 19 07:00:00,527,530,529,28,0,0,40,40,42,41,42,42,41,42,0,0,40,15,15,397,111,127,678,1414,7542,19554,33470,59879,78814,81942,74469,60256,53356,30568,20582,18234828.72,443420.4,217229500,149930000,0,0,15,507,496,2
Cell_14,day 19 08:00:00,761,765,765,42,16,16,59,60,69,72,69,67,71,69,16,0,60,23,23,326,287,520,1760,4362,12997,35395,75172,116803,122405,144788,151876,120151,108194,66524,59123,59705636.89,1727737.12,620276500,316835000,0,0,0,748,733,2
Cell_14,day 19 09:00:00,729,737,737,40,11,11,47,47,69,69,69,67,67,67,11,0,47,18,18,445,149,304,1089,3304,13143,39439,86419,128499,150267,157613,143282,102942,135334,53100,58240,40929395.34,4402649.36,540656500,506733500,0,0,0,715,704,2
Cell_14,day 19 10:00:00,609,622,622,39,19,19,59,60,80,82,81,79,80,79,19,0,60,19,19,281,281,365,1935,5364,16440,38805,75744,107530,143744,152510,149936,113165,108741,51412,29150,36532845.47,4402649.36,568171500,382837500,0,0,0,599,609,2
Cell_14,day 19 11:00:00,671,675,675,45,9,10,90,90,87,87,87,87,87,87,10,0,90,16,16,393,578,481,2268,5230,16011,44531,88039,126906,176313,209296,187330,122562,110648,59486,38710,62825030.16,2139671.5,782880000,361817500,0,0,0,663,644,3
Cell_14,day 19 12:00:00,945,945,932,43,20,20,105,105,115,115,116,113,112,113,20,0,105,22,22,6514,248,752,2079,4693,16204,42347,80194,146472,160145,161310,155590,94293,97633,51412,40503,39257530.71,1256070.58,587335500,281877500,0,0,0,950,909,4
Cell_14,day 19 13:00:00,683,689,689,40,24,24,76,76,87,85,87,87,85,87,24,0,76,27,27,896,339,468,2035,4495,16204,38501,77748,116019,170077,158663,151243,103905,93613,43768,26813,31858049.82,1697039.66,507337500,353789000,0,0,0,652,643,2
Cell_14,day 19 14:00:00,803,820,820,47,15,15,95,95,96,97,98,91,91,91,15,0,97,8,8,6837,589,553,2317,5668,16708,47589,95142,146615,202730,224024,202489,127091,92302,51469,41474,48999879.6,1853584.34,689395500,342248000,0,0,0,790,785,3
Cell_14,day 19 15:00:00,756,764,759,55,38,38,97,97,94,94,94,91,91,91,38,0,97,16,16,6215,517,752,2079,5379,19503,41037,84230,133772,222444,228309,223475,144730,91476,48729,48725,47611768.3,2039540.63,668114000,342248000,0,0,0,736,724,4
Cell_14,day 19 16:00:00,580,589,589,50,19,19,52,52,50,48,50,50,48,50,19,0,52,15,15,2727,561,488,2090,4756,17136,42349,80712,145180,255919,221850,183290,152484,122835,65514,61647,60077551.96,2379673.58,826952000,414278000,0,0,0,556,529,2
Cell_14,day 19 17:00:00,587,585,592,43,38,38,63,63,52,54,52,51,51,51,38,0,63,16,16,1492,458,483,1634,4739,13475,37035,72456,116325,177776,172262,143472,150767,101072,57875,93101,46252839.31,17628035.78,710801000,635868500,0,0,0,575,579,2
Cell_14,day 19 18:00:00,738,741,741,50,23,23,76,76,74,72,74,71,72,71,23,0,76,8,8,825,845,611,2268,6026,20050,51575,98202,162144,247511,262568,248152,177823,114988,63079,85590,58030054.57,5402590.76,810463500,602425500,0,0,0,702,702,2
Cell_14,day 19 19:00:00,950,958,791,57,40,40,94,94,104,103,103,100,100,99,40,0,95,15,15,657,235,1579,3726,4982,23805,51545,99907,169275,222444,268059,244573,173739,134250,65792,23845,49771197.31,7605534.4,822260500,129513500,0,0,0,911,876,5
Cell_14,day 19 20:00:00,913,919,919,58,19,19,75,75,65,70,66,65,66,65,19,0,75,14,14,779,537,855,2587,6828,25442,63550,121099,223067,292497,311500,277308,194911,134338,61983,47164,75844778.56,3599491.98,1083046000,576671500,0,0,0,891,874,3
Cell_14,day 19 21:00:00,721,718,718,58,26,26,62,62,59,58,59,57,58,57,26,0,62,7,7,841,358,485,2172,5511,18754,48615,103587,183596,263095,279267,294044,195399,120984,60668,51045,78857587.23,2677097.61,923338000,502751500,0,0,0,707,703,4
Cell_14,day 19 22:00:00,623,629,629,55,30,30,128,128,99,98,99,97,96,97,30,0,211,17,17,608,614,553,1575,3977,14783,44725,99498,183622,270305,254353,244945,193772,133660,71404,46606,79245466.38,1856373.2,1052905500,479754000,0,0,0,603,592,1
Cell_14,day 19 23:00:00,552,556,551,42,6,6,78,78,91,84,91,89,82,88,6,0,78,10,10,531,451,412,1395,3466,13274,33715,74920,113824,159458,159576,154548,153730,89151,44618,29364,76936617.64,2311821.19,706559500,321185500,0,0,0,539,534,2
Cell_14,day 20 00:00:00,324,323,292,36,6,6,15,15,12,12,12,12,11,12,6,0,15,3,3,176,116,152,639,1836,10259,30189,61698,88505,128715,134545,151876,136853,95094,42243,24560,22343430.58,1975597.17,538269000,288883000,0,0,0,319,306,1
Cell_14,day 20 01:00:00,356,361,361,27,0,0,17,17,14,14,14,14,14,14,0,0,17,4,4,91,118,124,2270,3715,13896,46449,49286,76717,98410,126495,131052,75890,54211,29567,16347,51274239.38,1298350.62,521264500,184323000,0,0,0,318,309,2
Cell_14,day 20 02:00:00,459,469,469,20,1,1,11,11,19,19,19,19,19,19,1,0,11,5,5,93,118,106,1067,1441,6150,9773,37500,33072,39753,72658,69136,55753,42238,24186,7130,60158644.35,1287801.67,875919500,123504000,0,0,0,461,457,2
Cell_14,day 20 03:00:00,527,539,526,20,9,10,8,8,44,41,44,42,41,42,9,0,8,12,12,84,149,173,1009,2326,20178,20327,35198,194546,213900,208810,148788,232017,131073,121430,35642,43508254.39,689128.9,577588000,550116000,0,0,0,541,540,2
Cell_14,day 20 04:00:00,349,351,354,19,2,2,4,4,6,6,6,6,6,6,2,0,4,4,4,38,378,521,1521,2969,7104,8526,31970,36627,31047,26023,61609,26191,16874,25120,9389,6704089.48,305087.16,194149000,47710500,0,0,0,345,341,2
Cell_14,day 20 05:00:00,289,291,291,17,6,6,5,5,6,6,6,6,6,6,6,0,5,7,7,91,436,751,1690,4006,9248,29489,54374,38544,40326,32518,34310,56041,29970,14576,3613,15683937.7,236534.22,185624500,52416000,0,0,0,323,313,0
Cell_14,day 20 06:00:00,215,216,217,18,0,0,9,9,5,5,5,5,5,5,0,0,9,0,0,645,479,702,1603,2345,4689,16418,36483,36216,40326,40347,47227,56041,25926,20891,5237,14320227.84,430780.26,186826000,72278000,0,0,0,152,150,1
Cell_14,day 20 07:00:00,356,358,358,17,0,0,17,17,14,14,14,14,14,14,0,0,17,2,2,252,34,84,437,898,3658,15621,18129,31130,42263,40347,79049,51003,28689,26285,14756,17208897.69,431766.19,847835000,88812000,0,0,0,380,381,2
Cell_14,day 20 08:00:00,427,429,429,25,4,4,8,8,30,39,37,28,29,28,4,0,8,1,1,93,176,198,1292,1010,4589,18984,31100,49415,63346,72674,69713,77735,46990,24903,25787,21941706.54,1622436.47,254723500,129915000,0,0,0,462,437,2
Cell_14,day 20 09:00:00,427,439,440,37,20,20,38,38,35,34,35,34,34,34,19,0,40,8,8,368,239,278,1451,3116,11359,32603,56090,85811,142605,131551,136141,91868,63137,32257,33982,46878280.03,1186603.21,455357000,256067500,0,0,0,462,451,1
Cell_14,day 20 10:00:00,642,650,651,44,14,14,42,42,37,37,37,37,37,37,14,0,42,11,11,1302,281,504,1602,4313,13176,41478,77460,124272,189457,179280,147038,126532,102100,54179,46487,50388361.81,1534828.22,569656500,324927000,0,0,0,631,615,3
Cell_14,day 20 11:00:00,668,671,671,52,17,17,78,78,62,61,62,62,61,61,17,0,78,11,11,320,568,679,2046,4772,19652,52804,109992,158059,223062,239366,237061,154135,122835,64153,56604,71090997.69,3068341.22,876014500,472534500,0,0,0,652,644,3
Cell_14,day 20 12:00:00,709,718,717,54,26,26,210,211,60,59,60,61,58,60,26,0,128,7,7,404,1577,954,7958,6697,25260,73771,141033,198909,291758,278727,234340,176198,120984,71062,44147,60680248.38,2888709.93,995945500,553469000,0,0,0,707,679,3
Cell_14,day 20 13:00:00,1034,1046,1046,62,60,71,138,120,75,77,75,73,77,71,60,0,130,10,10,551,426,681,3234,5432,18442,53904,123945,204983,311961,297471,285462,218588,149563,81580,67094,90544725.78,3051543.18,1128706500,515838500,0,0,0,1013,1006,5
Cell_14,day 20 14:00:00,1301,1305,1292,58,46,46,102,103,76,73,77,74,73,74,46,0,102,18,18,371,369,441,2076,5139,20022,54499,105795,152613,249790,279267,275381,239052,128331,74933,77151,83480211.79,2297449.9,875298000,465547000,0,0,0,1274,1245,5
Cell_14,day 20 15:00:00,1301,1443,1305,52,60,63,114,110,67,67,67,66,67,67,59,0,111,19,19,281,524,441,1891,3930,15967,44346,78008,131952,196989,227886,233992,190314,120213,77845,87527,55188167.58,6192767.56,700962500,456578000,0,0,0,1407,1379,6
Cell_14,day 20 16:00:00,880,885,884,48,47,47,67,67,33,32,33,32,31,32,47,0,67,10,10,745,292,425,1465,3740,12501,43939,77276,141358,237716,191954,206277,158163,115329,89556,59947,44091282.11,1925691.77,628559000,370436500,0,0,0,863,850,4
Cell_14,day 20 17:00:00,913,925,925,46,49,49,68,69,27,26,27,21,21,21,49,0,69,32,6,344,485,515,1559,3930,15092,43354,79868,126310,210382,206274,170812,160154,137476,101288,66862,54523092.4,2366834.42,719631500,440868500,0,0,0,894,874,4
Cell_14,day 20 18:00:00,987,992,991,52,47,47,90,90,53,53,53,52,52,52,47,0,91,12,12,1002,568,368,1472,4488,15135,45882,88967,136222,235408,230239,196036,147321,103800,61233,77151,62074833.9,1755517.44,833881500,490222500,0,0,0,962,926,3
Cell_14,day 20 19:00:00,1105,1107,1107,55,53,53,118,118,79,77,79,78,77,78,53,0,122,9,9,404,717,686,1910,5148,17354,50671,104899,157960,245466,249570,222853,163357,114860,74862,79309,62074833.9,2947504.42,867666500,501205500,0,0,0,1085,1066,5
Cell_14,day 20 20:00:00,1105,1113,1113,62,15,16,58,58,53,53,53,47,47,51,16,0,58,2,2,1198,1142,584,2019,4656,16559,52804,116189,174029,241301,256205,261530,197911,149083,111021,78772,82552747.6,2471560.5,923338000,518393000,0,0,0,1085,1072,4
Cell_14,day 20 21:00:00,1151,1146,1121,65,15,15,60,60,62,60,62,62,60,61,15,0,60,19,19,1890,1023,584,2188,5002,18851,53523,108957,187651,260744,291264,317687,261354,197166,97916,101518,88225166.95,4015676.47,1198110000,612653000,0,0,0,1150,1134,6
Cell_14,day 20 22:00:00,1092,1098,1098,64,9,9,52,53,52,51,52,51,51,51,9,0,53,7,7,1393,358,901,2627,5886,20091,52216,107240,185278,271658,304673,328790,257096,173787,79324,67990,89263255.74,3191422.73,2643885500,589388500,0,0,0,1085,1071,1
Cell_14,day 20 23:00:00,1195,1210,1200,55,9,9,21,21,27,25,27,25,21,24,9,0,21,5,5,840,347,558,1315,3370,12613,33182,79669,124274,175962,245094,285887,210656,180084,87855,90698,70687733.01,3872903.57,895484500,475680000,0,0,0,1173,1165,6
Cell_14,day 21 00:00:00,945,945,932,47,9,9,23,23,35,29,35,32,30,32,9,0,23,10,10,738,375,429,1226,2701,10890,37267,70044,118666,149612,188229,217229,144730,126803,67492,73270,60926717.51,2571254.66,771614500,362204500,0,0,0,926,907,5
Cell_14,day 21 01:00:00,611,622,627,36,9,9,9,9,12,12,9,9,8,9,9,0,9,16,16,176,651,364,895,2062,6530,21761,61698,77516,88991,111775,134291,111715,93274,65185,50360,25553296.93,3124709.62,450482000,299249000,0,0,0,615,617,3
Cell_14,day 21 02:00:00,515,522,526,29,1,1,2,2,15,18,15,9,17,8,1,0,2,8,8,232,246,305,892,1352,3642,13728,32954,49844,82406,85700,93704,76677,84212,65792,42356,21941706.54,1575513.72,263096000,169225500,0,0,0,498,487,3
Cell_14,day 21 03:00:00,515,526,525,26,7,7,9,9,7,6,7,7,2,6,7,0,9,7,10,98,156,167,786,1285,4833,14421,27278,59879,106828,56026,35175,53122,54958,56219,40982,21673645.23,1575513.72,345807000,76588500,0,0,0,504,505,1
Cell_14,day 21 04:00:00,381,381,381,26,3,3,8,8,8,7,8,8,8,8,3,0,8,14,14,98,147,352,564,1208,3642,8834,28901,77545,72687,62318,89454,44469,39004,35263,14444,17208897.69,1622436.47,382437500,89901500,0,0,0,372,367,0
Cell_14,day 21 05:00:00,320,326,327,17,5,5,5,5,6,6,6,6,6,6,5,0,5,10,10,26,110,242,1517,1162,1888,6367,24004,36734,31047,36400,82196,46547,16923,24165,10683,8051253.7,352662.83,102287500,70394000,0,0,0,266,266,2
Cell_14,day 21 06:00:00,262,269,266,19,0,0,0,0,19,22,19,19,20,19,0,0,0,7,7,22,885,205,3167,1162,4211,12183,29623,38502,40832,29595,68505,31877,16368,25120,8760,8279795.22,171538.52,153301500,60453500,0,0,0,266,266,2
Cell_14,day 21 07:00:00,146,149,149,15,4,4,10,10,4,4,4,4,4,4,4,0,10,6,6,19,34,43,2639,3715,3045,29489,10904,7694,138929,24330,19904,46033,23810,6892,4784,2762515.67,131877.65,44836000,19340500,0,0,0,137,134,0
Cell_14,day 21 08:00:00,266,266,266,21,0,0,2,2,2,2,2,2,2,2,0,0,2,4,4,115,60,92,358,974,3472,15621,29112,36730,47948,45162,46138,70408,49774,26352,5638,18081629.59,693278.91,205197000,92098500,0,0,0,241,233,1
Cell_14,day 21 09:00:00,282,296,286,22,2,2,17,17,8,8,8,8,8,8,2,0,17,5,5,4469,1169,5358,2775,1426,5761,12749,30379,49748,70395,65317,68524,22820,14677,21368,10417,18109341.69,1131598.31,218006000,145576500,0,0,0,283,279,1
Cell_14,day 21 10:00:00,562,567,567,36,34,34,32,34,23,19,25,23,18,23,34,0,33,8,8,5610,175,179,717,1911,7612,24403,46011,87023,112011,110578,106130,116690,79044,36143,37045,28324550.48,1336351.17,388403000,225278000,0,0,0,519,504,1
Cell_14,day 21 11:00:00,642,646,646,47,33,33,54,55,29,27,29,28,27,28,33,0,55,9,9,359,290,394,1580,4158,15092,37070,74554,138396,193602,215336,203290,149749,91434,54179,41798,70995449.08,2033075.52,762067000,360660500,0,0,0,586,573,2
Cell_14,day 21 12:00:00,612,616,616,52,27,27,66,66,48,43,47,48,43,46,27,0,66,22,22,402,627,580,1791,3764,14320,35915,71221,130373,235420,260071,251868,206403,125518,71062,74405,81400054.55,2429258.24,1316709500,470010000,0,0,0,599,595,2
Cell_14,day 21 13:00:00,861,860,868,64,24,24,98,98,97,98,99,92,95,93,24,0,98,14,14,987,579,618,1681,4873,18355,56073,92876,179076,292227,326110,297595,229112,139155,81181,78715,77202115.34,3473615.65,879241500,550228000,0,0,0,777,782,4
Cell_14,day 21 14:00:00,668,678,682,56,33,33,60,60,40,37,40,36,35,38,33,0,60,13,13,574,860,500,2083,4587,17365,42868,86342,163840,247575,287753,294247,232017,160009,89408,107740,138987478.27,3015386.93,1272367000,599864500,0,0,0,671,660,2
Cell_14,day 21 15:00:00,545,546,551,56,6,6,52,52,63,63,63,61,61,60,6,0,52,9,9,569,1613,677,2078,3908,14876,47899,89474,154656,242016,270678,259302,199858,166946,85742,56691,117855855.74,2091788.26,1672676000,395225000,0,0,0,541,534,3
Cell_14,day 21 16:00:00,744,749,749,55,11,11,50,50,57,57,59,54,56,53,11,0,50,13,13,5847,540,514,2317,5068,14312,42570,95142,159137,260672,292912,270405,232017,135875,72593,58516,213894778.6,3145432.22,1558373500,545560000,0,0,0,722,710,3
Cell_14,day 21 17:00:00,747,759,759,50,16,16,37,37,42,35,42,40,33,40,16,0,37,8,8,515,451,604,1429,3764,11878,33182,74775,135645,202579,236467,242595,202565,176694,96368,76417,99092244.13,5771841.38,1477161000,680317500,0,0,0,744,726,2
Cell_14,day 21 18:00:00,912,914,911,54,28,28,78,78,71,71,71,70,69,70,28,0,78,10,10,515,851,610,1681,3643,12799,45408,105142,182099,219647,267710,305655,205223,183513,90268,71528,102414487.26,3191422.73,1609988500,638572000,0,0,0,889,848,4
Cell_14,day 21 19:00:00,1110,1115,1113,54,49,49,103,103,83,84,83,82,82,82,49,0,104,11,11,1110,1006,990,2283,5610,14876,42570,93009,187084,260100,285910,325633,215967,169703,91048,76417,92413372.55,2893780.15,1548615500,549758000,0,0,0,1076,1056,4
Cell_14,day 21 20:00:00,974,978,925,52,19,19,58,58,66,65,66,63,61,63,19,0,58,14,14,344,744,621,1562,3835,15073,43682,83521,166934,218609,230026,241661,195388,142649,80701,46127,70687733.01,2471560.5,1069099000,518393000,0,0,0,902,852,4
Cell_14,day 21 21:00:00,770,772,772,47,10,10,50,50,57,57,59,54,53,53,10,0,50,7,7,394,561,679,1868,4173,14108,47162,74545,122826,177761,196909,206468,165167,120000,77517,51024,62147653.7,2155989.58,809003000,396931500,0,0,0,748,726,4
Cell_14,day 21 22:00:00,562,567,567,40,9,9,27,27,25,20,25,24,17,22,9,0,27,5,5,1195,641,808,1884,3720,19733,79396,86341,136588,145638,149469,141398,118092,78636,51096,57954,55827497.86,2299211.56,1151459000,360654500,0,0,0,519,504,3
Cell_14,day 21 23:00:00,280,282,269,33,3,3,14,14,43,36,45,43,36,43,3,0,14,3,3,617,242,310,969,2379,9530,24195,75351,163520,165935,146924,103936,88004,56640,56368,38146,42128637.81,1131598.31,745710000,322416500,0,0,0,282,278,1
Cell_14,day 22 00:00:00,280,282,283,20,0,0,16,16,28,29,32,30,29,32,0,0,16,2,1,148,147,198,1167,2607,7031,27191,64845,123564,88553,73972,55920,50211,42531,24036,17355,36789651.24,1131598.31,398971000,138432000,0,0,0,270,269,1
Cell_14,day 22 01:00:00,197,200,191,20,1,1,12,12,18,18,18,17,18,17,1,0,12,6,6,283,190,127,1622,1216,4980,18158,46241,123564,74417,73966,70566,34737,33487,29683,19301,28758490.16,652575.14,437696500,216138500,0,0,0,181,183,1
Cell_14,day 22 02:00:00,316,316,272,22,3,3,10,10,6,6,6,6,6,6,3,0,10,4,4,135,167,515,1721,2361,7538,24072,46380,68565,78512,87811,69028,44763,33983,39615,24901,19789576.02,846838.89,290871000,138432000,0,0,0,258,253,2
Cell_14,day 22 03:00:00,381,389,387,19,1,1,1,1,19,19,19,3,7,3,1,0,1,6,6,98,113,246,1182,1736,7031,25287,42115,89809,88721,52541,45038,25703,23615,41050,16394,25149306.89,223310.6,993329000,42403000,0,0,0,380,383,1
Cell_14,day 22 04:00:00,316,316,315,17,3,3,10,10,6,6,6,6,6,6,3,0,10,2,2,24,52,288,1646,1124,2467,12409,37566,114804,72811,37153,44050,15120,12569,44600,9568,23260380.81,724655.14,811573000,196451500,0,0,0,309,313,2
Cell_14,day 22 05:00:00,283,282,283,19,1,1,1,1,0,0,0,0,0,0,1,0,1,4,4,45,100,167,971,1208,2467,18802,51796,24975,36652,23142,41610,28983,13271,44246,8915,16880551.84,780317.72,205197000,63757500,0,0,0,275,269,2
Cell_14,day 22 06:00:00,343,349,354,31,15,15,25,25,14,13,14,14,13,14,18,0,25,9,9,667,1739,642,4922,2955,10245,32965,44846,83578,69367,58298,89778,64745,47511,58639,30826,21315257.84,631896.62,248793500,163748000,0,0,0,345,350,2
Cell_14,day 22 07:00:00,540,543,540,28,11,11,34,34,28,26,28,28,26,28,11,0,34,4,4,418,145,127,711,1817,6480,16207,142740,51373,103059,73972,79491,52736,44748,25499,30826,114249553.42,671734.6,381680500,159421500,0,0,20,491,526,2
Cell_14,day 22 08:00:00,763,771,772,43,11,11,50,50,69,62,70,69,62,69,11,0,50,16,16,443,306,365,1559,4151,14309,29469,62702,105289,152418,143210,146747,110992,87929,47986,77803,41385650.6,1159232.83,497826500,274723000,0,0,0,745,730,2
Cell_14,day 22 09:00:00,814,815,815,46,29,29,49,49,30,30,32,29,29,32,29,0,49,15,15,897,320,473,1833,4313,18330,39607,82789,123778,149889,174385,147706,110992,94524,59530,85205,44321638.02,1027260.86,1325047500,318933500,0,0,0,801,785,3
Cell_14,day 22 10:00:00,578,588,588,43,26,27,47,47,28,30,28,28,29,28,27,0,47,18,18,960,573,487,1722,4344,13176,38164,83402,122231,169694,151072,144061,127082,82621,53848,45015,39099810.26,1756899.18,762067000,267751000,0,0,0,565,550,2
Cell_14,day 22 11:00:00,815,826,826,46,22,22,72,72,59,59,59,58,58,59,22,0,74,20,20,492,740,653,2478,5668,18565,55371,93142,129390,197191,191910,164371,116670,95376,49493,44609,37566774.13,1743538.39,849791500,308700500,0,0,0,813,803,3
Cell_14,day 22 12:00:00,677,723,724,40,44,44,93,93,65,66,66,64,64,64,44,0,92,13,13,842,250,354,1472,3936,16553,25786,70899,118957,179386,158663,139945,104540,74226,43768,34754,30348778.38,1697039.66,659324000,261250000,0,0,0,693,669,4
Cell_14,day 22 13:00:00,1062,1067,1076,52,30,30,64,64,55,54,55,56,54,54,30,0,64,11,11,740,335,473,2479,6268,21162,51403,91696,156776,228704,225518,197771,152130,119676,75592,44582,53167482.38,2471560.5,985069500,447616500,0,0,0,1023,1044,4
Cell_14,day 22 14:00:00,1030,1046,1046,59,31,31,76,76,84,86,84,82,82,82,31,0,76,17,17,876,281,434,2511,6152,22097,54959,101192,162382,250226,268312,234340,193773,148183,83219,49594,64393646.46,2445784.79,943313000,443485000,0,0,0,1013,987,5
Cell_14,day 22 15:00:00,774,786,786,54,26,26,68,68,63,60,63,60,60,60,26,0,68,10,10,818,721,513,2157,5754,19084,57628,107475,164674,225701,221395,201703,176712,135901,65333,58239,81695007.34,1907526.79,940363000,384758000,0,0,0,754,734,2
Cell_14,day 22 16:00:00,565,575,575,62,25,25,42,42,67,62,63,58,61,60,25,0,41,14,14,569,561,713,2610,5589,21635,58133,102389,164321,291758,262406,230852,183759,146619,68686,48789,75689178.38,2424616.35,1101864000,438425500,0,0,0,561,534,1
